OrderID,Product,Category,UnitPrice
231,Soda,Beverages,79.49
232,Milk,Dairy,430.42
233,Soda,Beverages,210.42
234,Chocolate,Snacks,351.77
235,Popcorn,Snacks,119.2
236,Tea,Beverages,183.25
237,Milk,Dairy,448.86
238,Yogurt,Dairy,241.09
239,Butter,Dairy,77.67
240,Tomato,Vegetables,137
241,Carrot,Vegetables,390.24
242,Paneer,Dairy,489.15
243,Onion,Vegetables,268.8
244,Cheese,Dairy,217.25
245,Butter,Dairy,356.33
246,Coffee,Beverages,72.42
247,Milk,Dairy,170.66
248,Coffee,Beverages,73.59
249,Milk,Dairy,386.88
250,Paneer,Dairy,211.92
251,Potato,Vegetables,356.17
252,Onion,Vegetables,243.94
253,Biscuits,Snacks,56.46
254,Yogurt,Dairy,46.3
255,Onion,Vegetables,146.33
256,Biscuits,Snacks,81.26
257,Orange,Fruits,260.98
258,Namkeen,Snacks,347.56
259,Tea,Beverages,68.51
260,Paneer,Dairy,347.39
261,Paneer,Dairy,227.73
262,Paneer,Dairy,76.65
263,Namkeen,Snacks,31.48
264,Carrot,Vegetables,156.24
265,Energy Drink,Beverages,178.95
266,Tea,Beverages,307.44
267,Grapes,Fruits,244.3
268,Grapes,Fruits,377.42
269,Yogurt,Dairy,135.32
270,Energy Drink,Beverages,82.32
271,Chips,Snacks,256.59
272,Biscuits,Snacks,416.92
273,Soda,Beverages,120.19
274,Juice,Beverages,43.63
275,Energy Drink,Beverages,265.22
276,Juice,Beverages,209.65
277,Apple,Fruits,123.03
278,Butter,Dairy,429.19
279,Apple,Fruits,456.68
280,Chips,Snacks,445.69
281,Soda,Beverages,201.02
282,Juice,Beverages,414.82
283,Banana,Fruits,395.35
284,Juice,Beverages,221.81
285,Carrot,Vegetables,69.47
286,Spinach,Vegetables,164.53
287,Apple,Fruits,244.34
288,Juice,Beverages,323.3
289,Cheese,Dairy,305.12
290,Energy Drink,Beverages,264.34
291,Spinach,Vegetables,251.08
292,Biscuits,Snacks,445.48
293,Potato,Vegetables,496.36
294,Onion,Vegetables,57.85
295,Apple,Fruits,265.74
296,Spinach,Vegetables,369.96
297,Yogurt,Dairy,437.74
298,Yogurt,Dairy,300.48
299,Tomato,Vegetables,330.29
300,Coffee,Beverages,465.94
301,Banana,Fruits,357.46
302,Energy Drink,Beverages,266.85
303,Onion,Vegetables,120.97
304,Yogurt,Dairy,271.8
305,Mango,Fruits,100.63
306,Biscuits,Snacks,18.49
307,Mango,Fruits,399.45
308,Mango,Fruits,314.08
309,Namkeen,Snacks,375.08
310,Yogurt,Dairy,195.7
311,Butter,Dairy,489.8
312,Namkeen,Snacks,356.11
313,Biscuits,Snacks,173.28
314,Chips,Snacks,80.83
315,Butter,Dairy,256.71
316,Spinach,Vegetables,116.92
317,Spinach,Vegetables,195.27
318,Butter,Dairy,73.72
319,Butter,Dairy,491.6
320,Grapes,Fruits,416.38
321,Energy Drink,Beverages,478.68
322,Tea,Beverages,249.18
323,Carrot,Vegetables,390.45
324,Orange,Fruits,446.91
325,Chips,Snacks,131.3
326,Popcorn,Snacks,68.86
327,Butter,Dairy,40.09
328,Tomato,Vegetables,11.25
329,Juice,Beverages,36.85
330,Chips,Snacks,352.31
331,Soda,Beverages,305.88
332,Onion,Vegetables,230.36
333,Coffee,Beverages,344.23
334,Onion,Vegetables,388.02
335,Cheese,Dairy,349.73
336,Banana,Fruits,463.24
337,Apple,Fruits,341.38
338,Tea,Beverages,413.01
339,Orange,Fruits,93.35
340,Carrot,Vegetables,389.77
341,Apple,Fruits,407.53
342,Banana,Fruits,396.33
343,Juice,Beverages,461.22
344,Popcorn,Snacks,128.62
345,Tomato,Vegetables,100.14
346,Mango,Fruits,297.99
347,Tea,Beverages,57.24
348,Biscuits,Snacks,365.02
349,Chips,Snacks,88.51
350,Namkeen,Snacks,202.21
351,Chocolate,Snacks,418.42
352,Apple,Fruits,287.66
353,Grapes,Fruits,384.09
354,Popcorn,Snacks,189.8
355,Popcorn,Snacks,208.18
356,Milk,Dairy,486.06
357,Cheese,Dairy,478.72
358,Chips,Snacks,101.82
359,Grapes,Fruits,105.73
360,Tea,Beverages,173.99
361,Butter,Dairy,391.84
362,Coffee,Beverages,165.03
363,Paneer,Dairy,20.47
364,Orange,Fruits,79.34
365,Coffee,Beverages,192.59
366,Grapes,Fruits,433.19
367,Biscuits,Snacks,464.03
368,Grapes,Fruits,182.8
369,Cheese,Dairy,88.94
370,Potato,Vegetables,444.23
371,Namkeen,Snacks,286.95
372,Soda,Beverages,358.49
373,Popcorn,Snacks,405.53
374,Tea,Beverages,156.9
375,Mango,Fruits,262.11
376,Chocolate,Snacks,298.77
377,Carrot,Vegetables,214.09
378,Potato,Vegetables,125.4
379,Juice,Beverages,356.51
380,Tomato,Vegetables,470.65
381,Paneer,Dairy,468.95
382,Cheese,Dairy,118.42
383,Chocolate,Snacks,266.45
384,Milk,Dairy,44.7
385,Namkeen,Snacks,281.28
386,Energy Drink,Beverages,321.76
387,Cheese,Dairy,74.81
388,Orange,Fruits,458.99
389,Chocolate,Snacks,362.75
390,Mango,Fruits,222.28
391,Namkeen,Snacks,32.24
392,Potato,Vegetables,100.55
393,Yogurt,Dairy,412.72
394,Energy Drink,Beverages,487.21
395,Chips,Snacks,424.73
396,Chips,Snacks,32.82
397,Chocolate,Snacks,443.25
398,Namkeen,Snacks,325.57
399,Spinach,Vegetables,193.92
400,Orange,Fruits,89.47
401,Milk,Dairy,19.27
402,Chocolate,Snacks,38.69
403,Banana,Fruits,121.22
404,Potato,Vegetables,342.15
405,Juice,Beverages,423.34
406,Yogurt,Dairy,293.98
407,Orange,Fruits,236.74
408,Onion,Vegetables,229.93
409,Onion,Vegetables,418.52
410,Energy Drink,Beverages,332.6
411,Coffee,Beverages,317.29
412,Chips,Snacks,376.05
413,Onion,Vegetables,273.54
414,Juice,Beverages,113.6
415,Coffee,Beverages,412
416,Grapes,Fruits,14.19
417,Coffee,Beverages,124.11
418,Coffee,Beverages,117.57
419,Banana,Fruits,361.78
420,Namkeen,Snacks,411.94
421,Juice,Beverages,70.61
422,Butter,Dairy,331.72
423,Tea,Beverages,473.74
424,Milk,Dairy,164.34
425,Energy Drink,Beverages,72.16
426,Grapes,Fruits,115.99
427,Banana,Fruits,162.83
428,Namkeen,Snacks,350.42
429,Spinach,Vegetables,177.47
430,Energy Drink,Beverages,168.94
431,Orange,Fruits,188.25
432,Namkeen,Snacks,426.77
433,Biscuits,Snacks,493.49
434,Coffee,Beverages,155.29
435,Banana,Fruits,417.07
436,Grapes,Fruits,245.7
437,Juice,Beverages,225.74
438,Paneer,Dairy,130.28
439,Paneer,Dairy,135.83
440,Biscuits,Snacks,269.59
441,Chocolate,Snacks,457.01
442,Banana,Fruits,339.68
443,Potato,Vegetables,464.19
444,Paneer,Dairy,12.09
445,Juice,Beverages,37.74
446,Chips,Snacks,156.63
447,Yogurt,Dairy,433.14
448,Banana,Fruits,58.89
449,Chips,Snacks,363.99
450,Juice,Beverages,31.31
451,Tomato,Vegetables,357.87
452,Milk,Dairy,337.21
453,Popcorn,Snacks,214.89
454,Apple,Fruits,373.65
455,Apple,Fruits,155.31
456,Mango,Fruits,342.19
457,Juice,Beverages,309.48
458,Namkeen,Snacks,458.12
459,Soda,Beverages,345.03
460,Banana,Fruits,263.94
461,Popcorn,Snacks,107.34
462,Cheese,Dairy,324.88
463,Spinach,Vegetables,355.07
464,Tea,Beverages,360.35
465,Banana,Fruits,61.22
466,Banana,Fruits,306.85
467,Namkeen,Snacks,371.27
468,Biscuits,Snacks,331.15
469,Carrot,Vegetables,324.28
470,Paneer,Dairy,140.57
471,Grapes,Fruits,167.27
472,Spinach,Vegetables,363.09
473,Milk,Dairy,115.15
474,Grapes,Fruits,426.02
475,Chocolate,Snacks,397.74
476,Namkeen,Snacks,59.07
477,Soda,Beverages,325.53
478,Orange,Fruits,178.18
479,Soda,Beverages,86.91
480,Milk,Dairy,20.74
481,Tea,Beverages,441.74
482,Energy Drink,Beverages,210.66
483,Potato,Vegetables,254.02
484,Butter,Dairy,191.38
485,Chips,Snacks,195.64
486,Tea,Beverages,367.31
487,Soda,Beverages,489.45
488,Yogurt,Dairy,491.57
489,Tea,Beverages,107.98
490,Orange,Fruits,33.97
491,Carrot,Vegetables,80.86
492,Potato,Vegetables,46.15
493,Soda,Beverages,177.17
494,Milk,Dairy,363.69
495,Spinach,Vegetables,495.96
496,Juice,Beverages,350.92
497,Biscuits,Snacks,396.71
498,Butter,Dairy,485.39
499,Coffee,Beverages,111.53
500,Butter,Dairy,29.13
501,Biscuits,Snacks,475.25
502,Paneer,Dairy,93.95
503,Mango,Fruits,302.55
504,Juice,Beverages,208.77
505,Cheese,Dairy,26.96
506,Biscuits,Snacks,368.52
507,Energy Drink,Beverages,477.95
508,Biscuits,Snacks,22.36
509,Juice,Beverages,219.6
510,Energy Drink,Beverages,13.34
511,Butter,Dairy,269.43
512,Popcorn,Snacks,483.85
513,Grapes,Fruits,68.36
514,Chips,Snacks,213.3
515,Apple,Fruits,441.41
516,Paneer,Dairy,358.8
517,Soda,Beverages,447.04
518,Tomato,Vegetables,98.66
519,Biscuits,Snacks,338.28
520,Tomato,Vegetables,179.93
521,Yogurt,Dairy,153
522,Butter,Dairy,352.5
523,Paneer,Dairy,166.22
524,Carrot,Vegetables,90.23
525,Popcorn,Snacks,383.38
526,Coffee,Beverages,78.36
527,Namkeen,Snacks,163.92
528,Butter,Dairy,429.05
529,Juice,Beverages,209.39
530,Soda,Beverages,16.03
531,Popcorn,Snacks,318.7
532,Paneer,Dairy,292.34
533,Onion,Vegetables,349.2
534,Biscuits,Snacks,79.24
535,Mango,Fruits,74.3
536,Cheese,Dairy,363.55
537,Chips,Snacks,274.71
538,Chips,Snacks,275.65
539,Spinach,Vegetables,450.94
540,Butter,Dairy,335.55
541,Mango,Fruits,356.6
542,Paneer,Dairy,133.15
543,Yogurt,Dairy,273.22
544,Onion,Vegetables,171.6
545,Coffee,Beverages,69.99
546,Coffee,Beverages,210.73
547,Tomato,Vegetables,301.34
548,Namkeen,Snacks,460.65
549,Paneer,Dairy,353.71
550,Grapes,Fruits,47.1
551,Potato,Vegetables,146.17
552,Coffee,Beverages,67.82
553,Mango,Fruits,57.95
554,Potato,Vegetables,119.22
555,Tomato,Vegetables,187.64
556,Butter,Dairy,63.18
557,Banana,Fruits,216.25
558,Butter,Dairy,350.02
559,Grapes,Fruits,272.92
560,Potato,Vegetables,284.93
561,Milk,Dairy,480.95
562,Apple,Fruits,486.06
563,Spinach,Vegetables,245.59
564,Namkeen,Snacks,291.75
565,Spinach,Vegetables,472
566,Namkeen,Snacks,214.5
567,Mango,Fruits,82.58
568,Namkeen,Snacks,239.23
569,Apple,Fruits,147.09
570,Paneer,Dairy,199.99
571,Banana,Fruits,76.61
572,Coffee,Beverages,70.12
573,Biscuits,Snacks,471.83
574,Soda,Beverages,403.57
575,Grapes,Fruits,283.59
576,Coffee,Beverages,46.31
577,Carrot,Vegetables,59.37
578,Biscuits,Snacks,40.97
579,Chips,Snacks,247.99
580,Cheese,Dairy,333.46
581,Namkeen,Snacks,64.46
582,Carrot,Vegetables,25.11
583,Chips,Snacks,144.48
584,Mango,Fruits,140.21
585,Cheese,Dairy,13.27
586,Cheese,Dairy,279.08
587,Grapes,Fruits,110.79
588,Tomato,Vegetables,416.71
589,Yogurt,Dairy,233.56
590,Yogurt,Dairy,405.13
591,Grapes,Fruits,159.48
592,Potato,Vegetables,72.45
593,Yogurt,Dairy,462.47
594,Butter,Dairy,199.85
595,Juice,Beverages,454.07
596,Banana,Fruits,367.1
597,Orange,Fruits,454.77
598,Orange,Fruits,23.08
599,Soda,Beverages,333.68
600,Orange,Fruits,139.3
601,Tea,Beverages,156.47
602,Coffee,Beverages,441.52
603,Soda,Beverages,332.36
604,Milk,Dairy,392.65
605,Cheese,Dairy,288.96
606,Paneer,Dairy,44.75
607,Popcorn,Snacks,73.23
608,Grapes,Fruits,153.47
609,Soda,Beverages,453
610,Soda,Beverages,83.29
611,Tea,Beverages,225.25
612,Orange,Fruits,150.57
613,Spinach,Vegetables,19.74
614,Yogurt,Dairy,205.88
615,Banana,Fruits,139.28
616,Orange,Fruits,294.36
617,Chocolate,Snacks,35.74
618,Energy Drink,Beverages,249.05
619,Milk,Dairy,97.12
620,Yogurt,Dairy,474.59
621,Soda,Beverages,219.67
622,Banana,Fruits,148.39
623,Paneer,Dairy,398.88
624,Juice,Beverages,167.8
625,Energy Drink,Beverages,440.32
626,Chips,Snacks,55.65
627,Butter,Dairy,273.08
628,Onion,Vegetables,380.97
629,Biscuits,Snacks,229.74
630,Orange,Fruits,295.75
631,Butter,Dairy,194.1
632,Milk,Dairy,338.53
633,Paneer,Dairy,354.73
634,Orange,Fruits,385.71
635,Biscuits,Snacks,102.38
636,Butter,Dairy,494.72
637,Orange,Fruits,129.99
638,Soda,Beverages,291.61
639,Apple,Fruits,418.15
640,Onion,Vegetables,254.33
641,Carrot,Vegetables,88.17
642,Butter,Dairy,259.36
643,Mango,Fruits,80.46
644,Energy Drink,Beverages,103.99
645,Coffee,Beverages,95.9
646,Chips,Snacks,178.91
647,Banana,Fruits,455.71
648,Coffee,Beverages,245.61
649,Butter,Dairy,403.65
650,Popcorn,Snacks,474.89
651,Cheese,Dairy,461.8
652,Yogurt,Dairy,16.17
653,Onion,Vegetables,357.32
654,Carrot,Vegetables,57.75
655,Coffee,Beverages,10.3
656,Onion,Vegetables,173.85
657,Spinach,Vegetables,456.36
658,Tea,Beverages,172.67
659,Milk,Dairy,48.86
660,Tea,Beverages,118.72
661,Tomato,Vegetables,297.17
662,Coffee,Beverages,466.19
663,Chocolate,Snacks,132.2
664,Chips,Snacks,262.51
665,Chocolate,Snacks,172.2
666,Juice,Beverages,55.11
667,Popcorn,Snacks,303.34
668,Apple,Fruits,353.52
669,Yogurt,Dairy,386.21
670,Apple,Fruits,248.37
671,Coffee,Beverages,122
672,Chocolate,Snacks,16.8
673,Banana,Fruits,441.62
674,Popcorn,Snacks,373.79
675,Chips,Snacks,50.97
676,Coffee,Beverages,238.44
677,Mango,Fruits,387.73
678,Popcorn,Snacks,135.88
679,Carrot,Vegetables,304.21
680,Chips,Snacks,278.22
681,Namkeen,Snacks,158.75
682,Spinach,Vegetables,396.42
683,Grapes,Fruits,342.06
684,Coffee,Beverages,282.29
685,Chocolate,Snacks,145.91
686,Potato,Vegetables,400.17
687,Coffee,Beverages,402.82
688,Spinach,Vegetables,492.91
689,Butter,Dairy,471.99
690,Milk,Dairy,209.25
691,Energy Drink,Beverages,477.72
692,Yogurt,Dairy,32.95
693,Mango,Fruits,484.15
694,Yogurt,Dairy,148.91
695,Tomato,Vegetables,386.23
696,Butter,Dairy,388.81
697,Cheese,Dairy,384.28
698,Apple,Fruits,18.35
699,Yogurt,Dairy,238.6
700,Mango,Fruits,290.71
701,Biscuits,Snacks,235.12
702,Carrot,Vegetables,216.3
703,Orange,Fruits,317.85
704,Yogurt,Dairy,223.32
705,Chips,Snacks,424.59
706,Cheese,Dairy,488.11
707,Onion,Vegetables,347.59
708,Tea,Beverages,427.4
709,Onion,Vegetables,455.88
710,Orange,Fruits,408.11
711,Onion,Vegetables,54.53
712,Tea,Beverages,251.39
713,Potato,Vegetables,125.12
714,Chocolate,Snacks,409.33
715,Spinach,Vegetables,117.32
716,Milk,Dairy,226.27
717,Yogurt,Dairy,67.37
718,Orange,Fruits,287.95
719,Potato,Vegetables,261.84
720,Energy Drink,Beverages,202.42
721,Banana,Fruits,39.78
722,Juice,Beverages,24.05
723,Namkeen,Snacks,351.81
724,Spinach,Vegetables,421.41
725,Coffee,Beverages,424.8
726,Soda,Beverages,242.09
727,Chocolate,Snacks,29.52
728,Popcorn,Snacks,350.02
729,Carrot,Vegetables,202.24
730,Spinach,Vegetables,397.29
731,Spinach,Vegetables,386.92
732,Orange,Fruits,276.73
733,Chips,Snacks,274.28
734,Energy Drink,Beverages,213.41
735,Coffee,Beverages,201.14
736,Chips,Snacks,116.03
737,Soda,Beverages,184.69
738,Potato,Vegetables,54.52
739,Onion,Vegetables,211.62
740,Mango,Fruits,138.48
741,Potato,Vegetables,290.01
742,Carrot,Vegetables,464.85
743,Potato,Vegetables,247.77
744,Popcorn,Snacks,93.23
745,Mango,Fruits,307.3
746,Potato,Vegetables,130.32
747,Orange,Fruits,83.62
748,Tomato,Vegetables,94.16
749,Mango,Fruits,101.88
750,Cheese,Dairy,158.71
751,Banana,Fruits,346.28
752,Energy Drink,Beverages,160.8
753,Grapes,Fruits,202.68
754,Banana,Fruits,293.77
755,Chocolate,Snacks,187.02
756,Chocolate,Snacks,61.82
757,Yogurt,Dairy,386.39
758,Grapes,Fruits,382.09
759,Yogurt,Dairy,459.8
760,Biscuits,Snacks,135.22
761,Grapes,Fruits,191.83
762,Tomato,Vegetables,432.3
763,Spinach,Vegetables,493.23
764,Milk,Dairy,312.03
765,Juice,Beverages,142.59
766,Popcorn,Snacks,450.6
767,Coffee,Beverages,281.37
768,Chips,Snacks,324.15
769,Butter,Dairy,125.75
770,Potato,Vegetables,458.24
771,Biscuits,Snacks,487.04
772,Butter,Dairy,252.64
773,Chips,Snacks,495.3
774,Onion,Vegetables,204.77
775,Chips,Snacks,427.31
776,Tomato,Vegetables,271.15
777,Apple,Fruits,498.05
778,Spinach,Vegetables,27.17
779,Milk,Dairy,146.73
780,Namkeen,Snacks,300.5
781,Cheese,Dairy,59.77
782,Chocolate,Snacks,432.42
783,Apple,Fruits,142.08
784,Coffee,Beverages,230.61
785,Orange,Fruits,408.59
786,Soda,Beverages,174.15
787,Onion,Vegetables,84.68
788,Potato,Vegetables,474.28
789,Grapes,Fruits,164.61
790,Tomato,Vegetables,265.5
791,Orange,Fruits,91.1
792,Biscuits,Snacks,411.45
793,Yogurt,Dairy,31.7
794,Paneer,Dairy,259.38
795,Namkeen,Snacks,497.82
796,Yogurt,Dairy,232.33
797,Carrot,Vegetables,52.28
798,Spinach,Vegetables,31.42
799,Soda,Beverages,113.38
800,Namkeen,Snacks,236.05
801,Banana,Fruits,310.83
802,Chocolate,Snacks,425.95
803,Popcorn,Snacks,496.23
804,Chocolate,Snacks,106.4
805,Cheese,Dairy,342.36
806,Biscuits,Snacks,451.51
807,Tea,Beverages,265.05
808,Juice,Beverages,145.97
809,Banana,Fruits,200.92
810,Paneer,Dairy,315.31
811,Tomato,Vegetables,87.63
812,Paneer,Dairy,156.74
813,Potato,Vegetables,102.05
814,Tea,Beverages,396.67
815,Butter,Dairy,46.15
816,Tomato,Vegetables,36.24
817,Tomato,Vegetables,334.62
818,Butter,Dairy,408
819,Orange,Fruits,11.99
820,Juice,Beverages,443.43
821,Banana,Fruits,338.68
822,Apple,Fruits,387.02
823,Namkeen,Snacks,43.06
824,Potato,Vegetables,408.66
825,Paneer,Dairy,311.59
826,Namkeen,Snacks,75.05
827,Grapes,Fruits,196.09
828,Mango,Fruits,281.24
829,Milk,Dairy,394.94
830,Mango,Fruits,27.01
831,Chips,Snacks,427.81
832,Grapes,Fruits,122.6
833,Spinach,Vegetables,430.25
834,Biscuits,Snacks,396.96
835,Apple,Fruits,329.27
836,Potato,Vegetables,397.18
837,Chocolate,Snacks,88.08
838,Yogurt,Dairy,246.78
839,Milk,Dairy,396.4
840,Tomato,Vegetables,488.3
841,Milk,Dairy,303.1
842,Spinach,Vegetables,148.8
843,Tomato,Vegetables,408.97
844,Banana,Fruits,159.66
845,Chocolate,Snacks,331.33
846,Yogurt,Dairy,337.36
847,Juice,Beverages,301.43
848,Coffee,Beverages,218.11
849,Cheese,Dairy,129.31
850,Energy Drink,Beverages,223.66
851,Juice,Beverages,391.53
852,Energy Drink,Beverages,196.85
853,Tea,Beverages,231.29
854,Energy Drink,Beverages,210.28
855,Tomato,Vegetables,175.14
856,Juice,Beverages,112.18
857,Paneer,Dairy,106.44
858,Orange,Fruits,379.84
859,Coffee,Beverages,331
860,Potato,Vegetables,375.62
861,Paneer,Dairy,49.11
862,Chips,Snacks,334.55
863,Coffee,Beverages,210.3
864,Mango,Fruits,24.18
865,Banana,Fruits,349.33
866,Onion,Vegetables,40.39
867,Spinach,Vegetables,10.34
868,Soda,Beverages,42.33
869,Energy Drink,Beverages,195.85
870,Spinach,Vegetables,441.04
871,Yogurt,Dairy,388.68
872,Yogurt,Dairy,14.88
873,Soda,Beverages,270.12
874,Grapes,Fruits,317.51
875,Soda,Beverages,465.43
876,Coffee,Beverages,380.87
877,Carrot,Vegetables,253.21
878,Mango,Fruits,56.33
879,Banana,Fruits,453.12
880,Paneer,Dairy,45.4
881,Spinach,Vegetables,207.51
882,Tea,Beverages,271.03
883,Paneer,Dairy,248.64
884,Coffee,Beverages,203.51
885,Onion,Vegetables,113.03
886,Butter,Dairy,224.69
887,Paneer,Dairy,483.69
888,Coffee,Beverages,10.85
889,Butter,Dairy,85.72
890,Tomato,Vegetables,413.5
891,Apple,Fruits,95.83
892,Energy Drink,Beverages,215.38
893,Onion,Vegetables,304.46
894,Grapes,Fruits,425.85
895,Chips,Snacks,446.45
896,Banana,Fruits,85.18
897,Spinach,Vegetables,207.88
898,Energy Drink,Beverages,267.65
899,Coffee,Beverages,318.39
900,Juice,Beverages,46.72
901,Apple,Fruits,128.65
902,Coffee,Beverages,196.98
903,Chips,Snacks,256.49
904,Soda,Beverages,277.57
905,Coffee,Beverages,293.28
906,Butter,Dairy,253.73
907,Onion,Vegetables,489.12
908,Onion,Vegetables,34.46
909,Energy Drink,Beverages,150.03
910,Soda,Beverages,145.69
911,Chips,Snacks,231.65
912,Paneer,Dairy,315.83
913,Paneer,Dairy,243.34
914,Energy Drink,Beverages,461.92
915,Soda,Beverages,401.98
916,Biscuits,Snacks,217.95
917,Potato,Vegetables,218.54
918,Mango,Fruits,328.88
919,Popcorn,Snacks,456.1
920,Onion,Vegetables,307.42
921,Cheese,Dairy,78.09
922,Popcorn,Snacks,143.65
923,Banana,Fruits,176.31
924,Energy Drink,Beverages,119.56
925,Tomato,Vegetables,173.04
926,Coffee,Beverages,117.09
927,Paneer,Dairy,137
928,Butter,Dairy,186.26
929,Chips,Snacks,49.52
930,Orange,Fruits,255.61
931,Potato,Vegetables,206.06
932,Mango,Fruits,304.35
933,Yogurt,Dairy,12.61
934,Mango,Fruits,133.91
935,Popcorn,Snacks,305.25
936,Juice,Beverages,333.69
937,Chocolate,Snacks,86.26
938,Juice,Beverages,204.95
939,Grapes,Fruits,143.17
940,Namkeen,Snacks,91.44
941,Biscuits,Snacks,154.9
942,Mango,Fruits,265.85
943,Popcorn,Snacks,107.69
944,Juice,Beverages,336.36
945,Spinach,Vegetables,372.06
946,Chocolate,Snacks,186.97
947,Soda,Beverages,84.06
948,Carrot,Vegetables,120.64
949,Spinach,Vegetables,105.21
950,Cheese,Dairy,413.25
951,Mango,Fruits,80.3
952,Banana,Fruits,85.8
953,Potato,Vegetables,479.97
954,Paneer,Dairy,252.56
955,Orange,Fruits,100.89
956,Apple,Fruits,166.78
957,Biscuits,Snacks,214.33
958,Juice,Beverages,356.03
959,Butter,Dairy,31.29
960,Energy Drink,Beverages,133.58
961,Orange,Fruits,314.6
962,Cheese,Dairy,324.12
963,Grapes,Fruits,397.97
964,Juice,Beverages,281.05
965,Banana,Fruits,126.91
966,Butter,Dairy,455.51
967,Chocolate,Snacks,453.27
968,Popcorn,Snacks,355.08
969,Spinach,Vegetables,189.74
970,Spinach,Vegetables,150.58
971,Chips,Snacks,113.5
972,Energy Drink,Beverages,331.14
973,Chips,Snacks,176.78
974,Milk,Dairy,224.44
